flight_id,flight_number,aircraft_type,origin_airport,origin_city,origin_lat,origin_lon,destination_airport,destination_city,destination_lat,destination_lon,flight_date,seats_total,seats_sold,fare_avg,ingreso_vuelo,delay_minutes,delay_cause,status,is_cancelled
F700153,AC5148,Airbus A321,MAD,Madrid,40.4983,-3.5676,PMI,Palma,39.5517,2.7388,31/03/2023,220,202,89.93,18165.86,2,Sin retraso,Cancelado,True
F700154,AC1509,Airbus A321,MAD,Madrid,40.4983,-3.5676,OPO,Oporto,41.2481,-8.6814,2024-07-12,220,195,78.34,15276.30,1,Sin retraso,Completado,False
F700155,AC6195,Airbus A320,LIS,Lisboa,38.7813,-9.1359,MXP,Milan,45.6306,8.7281,22/09/2023,180,149,50.08,7461.92,0,Sin retraso,Completado,False
F700156,AC4262,Airbus A321,BCN,Barcelona,41.2974,2.0833,AGP,Malaga,36.6749,-4.4991,31/07/2024,220,171,75.46,12903.66,5,Sin retraso,Completado,False
F700157,AC3394,Airbus A321,BCN,Barcelona,41.2974,2.0833,PMI,Palma,39.5517,2.7388,2023-12-24,220,132,95.74,12637.68,29,Trafico Aereo,Completado,False
F700158,AC1111,Airbus A321,BCN,Barcelona,41.2974,2.0833,ORY,Paris,48.7233,2.3794,2024-01-30,220,140,113.50,15890.00,8,Sin retraso,Completado,False
F700159,AC7696,Airbus A321,BCN,Barcelona,41.2974,2.0833,NAP,Napoles,40.8860,14.2908,2024-11-11,220,156,81.60,12729.60,8,Sin retraso,Completado,False
F700160,AC6318,Airbus A321,LIS,Lisboa,38.7813,-9.1359,FCO,Roma,41.8003,12.2389,31/08/2025,220,186,53.52,9954.72,17,Operativa,Completado,False
F700161,AC1808,Airbus A320,MAD,Madrid,40.4983,-3.5676,NCE,Niza,43.6584,7.2159,2023-07-23,180,139,161.44,22440.16,26,Operativa,Completado,False
F700162,AC9955,Airbus A321,LIS,Lisboa,38.7813,-9.1359,MXP,Milan,45.6306,8.7281,2023-04-17,220,171,107.68,18413.28,17,trafico aereo,Completado,False
F700163,AC6116,Airbus A320,MAD,Madrid,40.4983,-3.5676,MUC,Munich,48.3538,11.7861,2024-07-22,180,163,158.38,25815.94,15,Tecnica,Completado,False
F700164,AC9907,Airbus A321,LIS,Lisboa,38.7813,-9.1359,SVQ,Sevilla,37.4180,-5.8931,2024-09-17,220,159,84.98,13511.82,4,Sin retraso,Completado,False
F700165,AC3126,Airbus A320,MAD,Madrid,40.4983,-3.5676,LIS,Lisboa,38.7813,-9.1359,2023-04-25,180,155,164.99,25573.45,9,Sin retraso,Cancelado,True
F700166,AC7423,Airbus A320,LIS,Lisboa,38.7813,-9.1359,MXP,Milan,45.6306,8.7281,22/05/2024,180,143,166.92,23869.56,26,Meteorologia,Completado,False
F700167,AC7632,Airbus A321,MAD,Madrid,40.4983,-3.5676,MXP,Milan,45.6306,8.7281,2024-07-10,220,130,99.86,12981.80,2,Sin retraso,Completado,False
F700168,AC4106,Airbus A321,LIS,Lisboa,38.7813,-9.1359,FCO,Roma,41.8003,12.2389,04/07/2024,220,143,178.49,25524.07,203,Meteorologia,Completado,False
F700169,AC2780,Airbus A320,BCN,Barcelona,41.2974,2.0833,FCO,Roma,41.8003,12.2389,9-3-25,180,136,89.97,12235.92,0,Sin retraso,Completado,False
F700170,AC2997,Airbus A320,BCN,Barcelona,41.2974,2.0833,NCE,Niza,43.6584,7.2159,08/08/2023,180,112,50.61,5668.32,0,Sin retraso,Completado,False
F700171,AC2549,Airbus A321,BCN,barcelona,41.2974,2.0833,LIS,Lisboa,38.7813,-9.1359,7-24-23,220,189,138.78,26229.42,8,Sin retraso,Completado,False
F700172,AC3356,Airbus A320,LIS,Lisboa,38.7813,-9.1359,AGP,Malaga,36.6749,-4.4991,15/08/2025,180,172,66.25,11395.00,7,Sin retraso,Completado,False
F700173,AC5678,Airbus A321,LIS,Lisboa,38.7813,-9.1359,BCN,Barcelona,41.2974,2.0833,8-11-24,220,134,103.30,207633.00,2,Sin retraso,Completado,False
F700174,AC2427,,BCN,Barcelona,41.2974,2.0833,PMI,Palma,39.5517,2.7388,17/06/2025,220,188,138.23,25987.24,5,Sin retraso,Completado,False
F700175,AC6482,Airbus A321,BCN,Barcelona,41.2974,2.0833,LIS,Lisboa,38.7813,-9.1359,2024-05-09,220,141,120.74,17024.34,5,Sin retraso,Completado,False
F700176,AC3344,Airbus A321,MAD,Madrid,40.4983,-3.5676,LYS,Lyon,45.7256,5.0811,2024-03-10,220,158,112.12,17714.96,29,Tecnica,Completado,False
F700177,AC2439,Airbus A320,BCN,Barcelona,41.2974,2.0833,NAP,Napoles,40.8860,14.2908,22/03/2024,180,162,110.60,17917.20,0,Sin retraso,Completado,False
F700178,AC2675,Airbus A321,LIS,Lisboa,38.7813,-9.1359,MXP,Milan,45.6306,8.7281,2024-12-28,220,172,159.02,27351.44,41,Trafico Aereo,Cancelado,True
F700179,AC1950,,LIS,Lisboa,38.7813,-9.1359,SVQ,Sevilla,37.4180,-5.8931,2024-08-06,220,206,101.90,20991.40,10,Sin retraso,Completado,False
F700180,AC8023,Airbus A321,BCN,Barcelona,41.2974,2.0833,FCO,Roma,41.8003,12.2389,16/04/2025,220,121,145.76,17636.96,13,Sin retraso,Completado,False
F700181,AC8002,Airbus A320,MAD,Madrid,40.4983,-3.5676,LIS,lisboa,38.7813,-9.1359,2025-07-11,180,110,103.37,11370.70,29,Meteorologia,Completado,False
F700182,AC2585,Airbus A320,MAD,Madrid,40.4983,-3.5676,NAP,Napoles,40.8860,14.2908,2024-02-04,180,155,132.28,20503.40,28,Operativa,Completado,False
F700183,AC9202,,MAD,Madrid,40.4983,-3.5676,NAP,Napoles,40.8860,14.2908,4-2-24,220,155,163.09,25278.95,7,Sin retraso,Completado,False
F700184,AC2986,Airbus A321,BCN,Barcelona,41.2974,2.0833,LGW,Londres,51.1537,-0.1821,2024-06-06,220,189,179.44,33914.16,0,Sin retraso,Completado,False
F700185,AC8917,Airbus A321,MAD,MADRID,40.4983,-3.5676,LGW,Londres,51.1537,-0.1821,2024-08-30,220,136,174.59,23744.24,43,Meteorologia,Completado,False
F700186,AC9961,Airbus A321,BCN,Barcelona,41.2974,2.0833,BER,Berlin,52.3667,13.5033,2025-01-06,220,177,36.56,6471.12,49,Meteorologia,Completado,False
F700187,AC6907,Airbus A320,LIS,Lisboa,38.7813,-9.1359,MUC,Munich,48.3538,11.7861,2025-08-14,180,119,59.27,7053.13,0,Sin retraso,Completado,False
F700188,AC8839,Airbus A321,BCN,Barcelona,41.2974,2.0833,LGW,Londres,51.1537,-0.1821,2023-09-04,220,186,51.21,9525.06,37,Meteorologia,Completado,False
F700189,AC5190,Airbus A320,MAD,Madrid,40.4983,-3.5676,FCO,Roma,41.8003,12.2389,2023-03-05,180,128,38.42,4917.76,1,Sin retraso,Completado,True
F700190,AC3598,Airbus A321,MAD,Madrid,40.4983,-3.5676,LYS,Lyon,45.7256,5.0811,2025-05-25,220,206,118.13,24334.78,4,Sin retraso,Completado,False
F700191,AC4770,Airbus A321,MAD,Madrid,40.4983,-3.5676,OPO,Oporto,41.2481,-8.6814,07/02/2023,220,178,35.01,6231.78,7,Sin retraso,Completado,False
F700192,AC1418,,BCN,Barcelona,41.2974,2.0833,MAD,Madrid,40.4983,-3.5676,2024-04-28,220,136,158.48,21553.28,31,Tecnica,Completado,False
F700193,AC9440,Airbus A321,LIS,lisboa,38.7813,-9.1359,MXP,Milan,45.6306,8.7281,2024-06-24,220,190,95.90,18221.00,13,Sin retraso,Cancelado,True
F700194,AC1685,Airbus A321,LIS,Lisboa,38.7813,-9.1359,OPO,Oporto,41.2481,-8.6814,2024-08-21,220,145,70.06,10158.70,20,Meteorologia,Completado,False
F700195,AC6702,Airbus A320,MAD,MADRID,40.4983,-3.5676,PMI,Palma,39.5517,2.7388,2024-08-28,180,129,74.12,9561.48,9,Sin retraso,Cancelado,True
F700196,AC9399,Airbus A320,BCN,Barcelona,41.2974,2.0833,ORY,Paris,48.7233,2.3794,2025-03-20,180,111,99.16,11006.76,0,Sin retraso,Completado,False
F700197,AC5331,Airbus A321,BCN,Barcelona,41.2974,2.0833,BER,Berlin,52.3667,13.5033,2025-04-21,220,193,152.89,29507.77,12,Sin retraso,Completado,True
F700198,AC5537,Airbus A320,LIS,Lisboa,38.7813,-9.1359,ORY,Paris,48.7233,2.3794,20/01/2024,180,103,80.46,8287.38,21,Trafico Aereo,Completado,False
F700199,AC3736,Airbus A320,BCN,Barcelona,41.2974,2.0833,MUC,Munich,48.3538,11.7861,21/07/2023,180,102,45.36,4626.72,22,Operativa,Completado,False
F700200,AC2103,Airbus A321,LIS,Lisboa,38.7813,-9.1359,MXP,Milan,45.6306,8.7281,2025-06-28,220,205,64.02,13124.10,6,Sin retraso,Completado,False
F700201,AC2637,Airbus A320,LIS,LISBOA,38.7813,-9.1359,PMI,Palma,39.5517,2.7388,2025-09-18,180,105,62.16,6526.80,6,Sin retraso,Completado,False
F700202,AC5594,Airbus A321,MAD,Madrid,40.4983,-3.5676,NAP,Napoles,40.8860,14.2908,2024-02-02,220,168,93.51,15709.68,7,Sin retraso,Completado,False
F700203,AC3023,Airbus A321,BCN,Barcelona,41.2974,2.0833,BER,Berlin,52.3667,13.5033,2024-06-27,220,148,73.73,10912.04,53,Trafico Aereo,Completado,False
F700204,AC8825,Airbus A321,BCN,Barcelona,41.2974,2.0833,BER,Berlin,52.3667,13.5033,8-22-25,220,134,157.60,21118.40,9,Sin retraso,Cancelado,True
F700205,AC5894,Airbus A321,BCN,Barcelona,41.2974,2.0833,FCO,ROMA,41.8003,12.2389,2023-12-03,220,203,136.03,27614.09,7,Sin retraso,Completado,False
F700206,AC3643,Airbus A320,MAD,Madrid,40.4983,-3.5676,LGW,Londres,51.1537,-0.1821,05/07/2025,180,174,134.35,23376.90,0,Sin retraso,Completado,False
F700207,AC5050,,MAD,Madrid,40.4983,-3.5676,PMI,Palma,39.5517,2.7388,2023-08-07,220,151,122.60,18512.60,2,Sin retraso,Completado,False
F700208,AC5279,Airbus A321,LIS,Lisboa,38.7813,-9.1359,AGP,Malaga,36.6749,-4.4991,02/08/2024,220,187,77.64,14518.68,8,Sin retraso,Completado,False
F700209,AC7014,Airbus A321,LIS,Lisboa,38.7813,-9.1359,SVQ,Sevilla,37.4180,-5.8931,2024-08-02,220,179,137.85,24675.15,6,Sin retraso,Completado,False
F700210,AC9202,Airbus A321,LIS,Lisboa,38.7813,-9.1359,MXP,Milan,45.6306,8.7281,2023-06-12,220,193,39.21,7567.53,1,Sin retraso,Completado,False
F700211,AC1659,,MAD,Madrid,40.4983,-3.5676,SVQ,Sevilla,37.4180,-5.8931,2023-01-11,220,189,109.70,20733.30,7,Sin retraso,Completado,False
F700212,AC8551,Airbus A321,BCN,Barcelona,41.2974,2.0833,AGP,Malaga,36.6749,-4.4991,2023-07-11,220,156,113.31,17676.36,40,Tecnica,Cancelado,True
F700213,AC2361,Airbus A321,BCN,Barcelona,41.2974,2.0833,OPO,Oporto,41.2481,-8.6814,10/03/2025,220,182,152.74,27798.68,1,Sin retraso,Completado,False
F700214,AC5258,Airbus A321,LIS,Lisboa,38.7813,-9.1359,ORY,Paris,48.7233,2.3794,10-15-23,220,209,68.90,14400.10,6,Sin retraso,Completado,False
F700215,AC1752,Airbus A321,BCN,Barcelona,41.2974,2.0833,PMI,Palma,39.5517,2.7388,2023-04-22,220,131,179.18,23472.58,9,Sin retraso,Completado,False
F700216,AC2976,Airbus A321,LIS,Lisboa,38.7813,-9.1359,MUC,Munich,48.3538,11.7861,2025-05-26,220,189,47.06,8894.34,5,Sin retraso,Completado,False
F700217,AC9396,Airbus A321,BCN,Barcelona,41.2974,2.0833,FCO,Roma,41.8003,12.2389,2024-06-01,220,137,60.15,8240.55,86,Meteorologia,Completado,False
F700218,AC1641,,LIS,Lisboa,38.7813,-9.1359,AGP,Malaga,36.6749,-4.4991,3-2-23,180,139,89.53,12444.67,15,Meteorologia,Completado,False
F700219,AC7307,Airbus A320,BCN,Barcelona,41.2974,2.0833,AGP,Malaga,36.6749,-4.4991,2024-01-27,180,122,46.05,5618.10,7,Sin retraso,Cancelado,True
F700220,AC2083,Airbus A321,BCN,Barcelona,41.2974,2.0833,OPO,Oporto,41.2481,-8.6814,2023-11-01,220,185,95.79,17721.15,3,Sin retraso,Completado,False
F700221,AC4823,Airbus A320,MAD,Madrid,40.4983,-3.5676,LIS,Lisbon,38.7813,-9.1359,2023-10-28,180,141,46.60,6570.60,48,Tecnica,Completado,False
F700222,AC1680,,BCN,Barcelona,41.2974,2.0833,PMI,palma,39.5517,2.7388,2024-05-07,220,129,62.02,8000.58,7,Sin retraso,Completado,False
F700223,AC5476,Airbus A320,BCN,Barcelona,41.2974,2.0833,AGP,Malaga,36.6749,-4.4991,2025-06-18,180,130,130.31,16940.30,2,Sin retraso,Completado,False
F700224,AC1170,Airbus A320,MAD,Madrid,40.4983,-3.5676,PMI,Palma,39.5517,2.7388,2024-01-31,180,174,64.89,11290.86,2,Sin retraso,Completado,False
F700225,AC1364,Airbus A320,MAD,Madrid,40.4983,-3.5676,NCE,Niza,43.6584,7.2159,2024-07-30,180,121,37.64,4554.44,2,Sin retraso,Completado,False
F700226,AC2967,Airbus A320,LIS,Lisboa,38.7813,-9.1359,FCO,Roma,41.8003,12.2389,16/02/2024,180,128,91.78,11747.84,15,Operativa,Completado,False
F700227,AC7175,Airbus A321,LIS,Lisboa,38.7813,-9.1359,LYS,Lyon,45.7256,5.0811,2025-07-21,220,126,84.94,10702.44,17,Tecnica,Completado,False
F700228,AC8103,Airbus A320,BCN,Barcelona,41.2974,2.0833,LYS,Lyon,45.7256,5.0811,2025-09-13,180,110,165.04,18154.40,1,Sin retraso,Completado,False
F700229,AC1769,Airbus A321,BCN,Barcelona,41.2974,2.0833,SVQ,Sevilla,37.4180,-5.8931,08/03/2023,220,176,174.56,30722.56,4,Sin retraso,Completado,False
F700230,AC6706,Airbus A320,BCN,Barcelona,41.2974,2.0833,SVQ,Sevilla,37.4180,-5.8931,25/03/2025,180,124,130.53,16185.72,3,Sin retraso,Completado,False
F700231,AC1608,Airbus A320,LIS,Lisboa,38.7813,-9.1359,MXP,Milan,45.6306,8.7281,15/07/2023,180,137,37.33,5114.21,75,Operativa,Completado,False
F700232,AC8480,Airbus A320,MAD,Madrid,40.4983,-3.5676,SVQ,Sevilla,37.4180,-5.8931,2025-01-07,180,110,120.81,13289.10,9,Sin retraso,Completado,False
F700233,AC3218,Airbus A320,BCN,Barcelona,41.2974,2.0833,LIS,Lisboa,38.7813,-9.1359,31/03/2025,180,101,72.68,7340.68,12,Sin retraso,Completado,False
F700234,AC3133,Airbus A321,MAD,Madrid,40.4983,-3.5676,OPO,OPORTO,41.2481,-8.6814,18/06/2023,220,173,163.66,28313.18,6,Sin retraso,Desviado,False
F700235,AC6465,Airbus A321,MAD,Madrid,40.4983,-3.5676,SVQ,sevilla,37.4180,-5.8931,2024-05-12,220,211,88.60,18694.60,79,Meteorologia,Completado,False
F700236,AC7572,Airbus A320,BCN,Barcelona,41.2974,2.0833,FCO,Roma,41.8003,12.2389,2024-05-27,180,111,169.60,18825.60,63,Operativa,Completado,False
F700237,AC6904,Airbus A321,LIS,Lisboa,38.7813,-9.1359,BER,berlin,52.3667,13.5033,2024-05-04,220,126,79.28,9989.28,34,Tecnica,Desviado,False
F700238,AC4311,Airbus A320,LIS,Lisboa,38.7813,-9.1359,FCO,Roma,41.8003,12.2389,2023-09-10,180,99,45.77,4531.23,183,Meteorologia,Completado,False
F700239,AC4303,Airbus A321,MAD,Madrid,40.4983,-3.5676,MUC,Munich,48.3538,11.7861,2024-09-09,220,151,167.93,25357.43,21,Operativa,Completado,False
F700240,AC9876,Airbus A320,BCN,Barcelona,41.2974,2.0833,MAD,Madrid,40.4983,-3.5676,2025-09-10,180,158,100.99,19750.06,25,OPERATIVA,Completado,False
F700241,AC7062,,BCN,Barcelona,41.2974,2.0833,LIS,Lisboa,38.7813,-9.1359,03/08/2025,180,103,110.40,11371.20,20,Trafico Aereo,Completado,False
F700242,AC5896,Airbus A320,BCN,Barcelona,41.2974,2.0833,FCO,Roma,41.8003,12.2389,2024-05-21,180,144,135.03,19444.32,5,Sin retraso,Completado,False
F700243,AC4693,Airbus A321,BCN,Barcelona,41.2974,2.0833,MXP,Milan,45.6306,8.7281,2025-02-20,220,206,35.05,7220.30,9,Sin retraso,Completado,False
F700244,AC4795,Airbus A321,MAD,Madrid,40.4983,-3.5676,SVQ,Sevilla,37.4180,-5.8931,2025-01-21,220,148,36.30,5372.40,5,Sin retraso,Completado,False
F700245,AC1485,Airbus A320,LIS,Lisboa,38.7813,-9.1359,MAD,MADRID,40.4983,-3.5676,2024-09-25,180,170,70.49,11983.30,1,Sin retraso,Completado,False
F700246,AC9648,Airbus A321,LIS,Lisboa,38.7813,-9.1359,OPO,Oporto,41.2481,-8.6814,2025-06-20,220,129,128.09,16523.61,2,Sin retraso,Completado,False
F700247,AC1641,Airbus A320,LIS,Lisboa,38.7813,-9.1359,NAP,Napoles,40.8860,14.2908,2025-02-05,180,125,159.91,19988.75,6,Sin retraso,Cancelado,True
F700248,AC8495,Airbus A320,MAD,Madrid,40.4983,-3.5676,BER,berlin,52.3667,13.5033,07/01/2025,180,126,44.61,5620.86,2,Sin retraso,Completado,False
F700249,AC1422,Airbus A321,MAD,Madrid,40.4983,-3.5676,LIS,Lisboa,38.7813,-9.1359,2023-08-15,220,136,46.44,6315.84,2,Sin retraso,Completado,False
F700250,AC2057,Airbus A321,MAD,Madrid,40.4983,-3.5676,ORY,Paris,48.7233,2.3794,5-31-24,220,152,160.12,24338.24,20,Tecnica,Completado,False
F700251,AC1135,Airbus A320,LIS,Lisboa,38.7813,-9.1359,LGW,Londres,51.1537,-0.1821,17/08/2023,180,167,138.16,23072.72,8,Sin retraso,Completado,False
F700252,AC2845,Airbus A321,MAD,Madrid,40.4983,-3.5676,OPO,Oporto,41.2481,-8.6814,8-10-24,220,188,125.92,23672.96,1,Sin retraso,Completado,False
F700253,AC9920,Airbus A320,BCN,Barcelona,41.2974,2.0833,LGW,Londres,51.1537,-0.1821,15/09/2023,180,114,128.94,14699.16,6,Sin retraso,Completado,False
F700254,AC6535,Airbus A321,BCN,Barcelona,41.2974,2.0833,MXP,Milan,45.6306,8.7281,2024-12-15,220,206,115.81,23856.86,9,Sin retraso,Completado,False
F700255,AC9687,Airbus A321,BCN,Barcelona,41.2974,2.0833,LIS,Lisboa,38.7813,-9.1359,2024-05-08,220,213,103.04,21947.52,0,Sin retraso,Cancelado,True
F700256,AC4775,Airbus A320,BCN,Barcelona,41.2974,2.0833,LIS,Lisboa,38.7813,-9.1359,2024-07-04,180,150,147.06,22059.00,3,Sin retraso,Completado,False
F700257,AC4966,Airbus A321,MAD,Madrid,40.4983,-3.5676,LIS,Lisboa,38.7813,-9.1359,25/03/2024,220,202,86.78,17529.56,7,Sin retraso,Completado,False
F700258,AC4157,Airbus A320,BCN,Barcelona,41.2974,2.0833,SVQ,Sevilla,37.4180,-5.8931,1-2-25,180,138,52.90,7300.20,17,Operativa,Cancelado,True
F700259,AC6971,Airbus A320,BCN,Barcelona,41.2974,2.0833,BER,Berlin,52.3667,13.5033,2024-02-23,180,159,155.02,24648.18,0,Sin retraso,Cancelado,True
F700260,AC9972,Airbus A320,LIS,Lisboa,38.7813,-9.1359,BCN,Barcelona,41.2974,2.0833,2024-06-16,180,110,51.25,5637.50,5,Sin retraso,Completado,False
F700261,AC9438,Airbus A321,MAD,Madrid,40.4983,-3.5676,SVQ,Sevilla,37.4180,-5.8931,2023-10-24,220,168,102.23,17174.64,5,Sin retraso,Completado,False
F700262,AC8530,Airbus A320,LIS,Lisboa,38.7813,-9.1359,LYS,Lyon,45.7256,5.0811,26/07/2024,180,163,82.26,13408.38,19,Trafico Aereo,Completado,False
F700263,AC5073,Airbus A321,LIS,Lisboa,38.7813,-9.1359,LYS,Lyon,45.7256,5.0811,2023-06-25,220,194,50.56,9808.64,0,Sin retraso,Desviado,False
F700264,AC3581,Airbus A321,LIS,Lisboa,38.7813,-9.1359,PMI,Palma,39.5517,2.7388,05/09/2023,220,141,149.72,21110.52,4,Sin retraso,Completado,False
F700265,AC8748,Airbus A320,LIS,Lisboa,38.7813,-9.1359,MXP,Milan,45.6306,8.7281,2024-01-12,180,149,43.22,6439.78,2,Sin retraso,Completado,False
F700266,AC4369,Airbus A320,MAD,Madrid,40.4983,-3.5676,BCN,Barcelona,41.2974,2.0833,2023-05-01,180,127,117.43,14913.61,7,Sin retraso,Completado,False
F700267,AC1912,Airbus A320,BCN,Barcelona,41.2974,2.0833,PMI,Palma,39.5517,2.7388,2024-06-26,180,151,76.13,11495.63,22,Tecnica,Completado,False
F700268,AC4102,Airbus A321,MAD,Madrid,40.4983,-3.5676,LIS,Lisboa,38.7813,-9.1359,2025-06-04,220,194,89.08,17281.52,2,Sin retraso,Completado,False
F700269,AC2636,Airbus A320,BCN,Barcelona,41.2974,2.0833,PMI,Palma,39.5517,2.7388,11/04/2025,180,151,101.86,15380.86,0,Sin retraso,Completado,False
F700270,AC7773,Airbus A321,MAD,Madrid,40.4983,-3.5676,ORY,Paris,48.7233,2.3794,2025-07-02,220,186,165.74,30827.64,112,Meteorologia,Completado,False
F700271,AC6323,Airbus A321,MAD,Madrid,40.4983,-3.5676,MUC,Munich,48.3538,11.7861,9-14-25,220,126,49.42,6226.92,60,Operativa,Completado,False
F700272,AC2582,Airbus A320,MAD,Madrid,40.4983,-3.5676,AGP,Malaga,36.6749,-4.4991,2024-02-15,180,107,85.73,9173.11,28,meteorologia,Cancelado,True
F700273,AC6159,Airbus A321,BCN,Barcelona,41.2974,2.0833,LYS,Lyon,45.7256,5.0811,09/10/2024,220,138,95.27,13147.26,8,Sin retraso,Completado,False
F700274,AC6180,Airbus A321,BCN,Barcelona,41.2974,2.0833,MUC,Munich,48.3538,11.7861,2023-08-26,220,141,72.15,10173.15,24,Tecnica,Completado,False
F700275,AC9623,Airbus A321,MAD,Madrid,40.4983,-3.5676,OPO,Oporto,41.2481,-8.6814,2023-02-21,220,163,85.75,13977.25,11,Sin retraso,Completado,False
F700276,AC6286,Airbus A320,LIS,Lisboa,38.7813,-9.1359,BCN,Barcelona,41.2974,2.0833,2023-06-21,180,140,176.15,24661.00,6,Sin retraso,Completado,False
F700277,AC6563,Airbus A320,BCN,barcelona,41.2974,2.0833,FCO,Rome,41.8003,12.2389,08/09/2024,180,170,167.80,28526.00,29,Trafico Aereo,Completado,False
F700278,AC9713,Airbus A320,MAD,Madrid,40.4983,-3.5676,OPO,Oporto,41.2481,-8.6814,2023-02-03,180,132,49.60,6547.20,7,Sin retraso,Desviado,False
F700279,AC5461,Airbus A321,MAD,Madrid,40.4983,-3.5676,PMI,Palma,39.5517,2.7388,8-10-25,220,170,100.12,17020.40,8,Sin retraso,Completado,False
F700280,AC8617,Airbus A321,LIS,lisboa,38.7813,-9.1359,MXP,Milan,45.6306,8.7281,28/03/2025,220,135,110.72,14947.20,7,Sin retraso,Completado,False
F700281,AC7370,Airbus A321,LIS,Lisboa,38.7813,-9.1359,BCN,barcelona,41.2974,2.0833,24/12/2023,220,152,95.53,14520.56,114,Trafico Aereo,Completado,False
F700282,AC6681,Airbus A321,BCN,Barcelona,41.2974,2.0833,NCE,Niza,43.6584,7.2159,2024-11-15,220,174,118.38,20598.12,87,Tecnica,Completado,False
F700283,AC6208,Airbus A320,LIS,Lisboa,38.7813,-9.1359,OPO,Oporto,41.2481,-8.6814,2023-04-03,180,172,38.24,6577.28,43,Operativa,Completado,False
F700284,AC8383,Airbus A320,BCN,Barcelona,41.2974,2.0833,NCE,Niza,43.6584,7.2159,2023-05-07,180,119,173.78,20679.82,5,Sin retraso,Completado,False
F700285,AC5014,Airbus A320,BCN,Barcelona,41.2974,2.0833,LIS,Lisboa,38.7813,-9.1359,28/09/2024,180,142,160.52,22793.84,6,Sin retraso,Completado,True
F700286,AC2399,Airbus A320,BCN,barcelona,41.2974,2.0833,LGW,Londres,51.1537,-0.1821,2023-09-10,180,148,49.08,7263.84,15,Meteorologia,Completado,False
F700287,AC4798,Airbus A320,MAD,Madrid,40.4983,-3.5676,FCO,Roma,41.8003,12.2389,23/10/2023,180,108,94.06,10158.48,4,Sin retraso,Cancelado,True
F700288,AC5386,Airbus A320,BCN,Barcelona,41.2974,2.0833,AGP,MALAGA,36.6749,-4.4991,2025-09-28,180,154,112.36,17303.44,24,Tecnica,Cancelado,True
F700289,AC7650,Airbus A320,BCN,Barcelona,41.2974,2.0833,NAP,Napoles,40.8860,14.2908,17/04/2025,180,160,52.32,8371.20,6,Sin retraso,Completado,False
F700290,AC3039,Airbus A321,BCN,Barcelona,41.2974,2.0833,AGP,Malaga,36.6749,-4.4991,05/03/2025,220,134,82.16,11009.44,21,Tecnica,Completado,False
F700291,AC4859,Airbus A320,MAD,Madrid,40.4983,-3.5676,PMI,Palma,39.5517,2.7388,2023-07-24,180,158,141.00,22278.00,9,Sin retraso,Completado,True
F700292,AC7014,,MAD,Madrid,40.4983,-3.5676,BCN,Barcelona,41.2974,2.0833,2025-05-11,220,134,96.56,12939.04,5,Sin retraso,Completado,False
F700293,AC3531,Airbus A320,BCN,Barcelona,41.2974,2.0833,AGP,malaga,36.6749,-4.4991,2024-02-27,180,175,109.26,19120.50,1,Sin retraso,Completado,False
F700294,AC4546,Airbus A321,LIS,Lisboa,38.7813,-9.1359,SVQ,Sevilla,37.4180,-5.8931,2025-03-17,220,164,63.36,10391.04,9,Sin retraso,Completado,True
F700295,AC2772,Airbus A320,BCN,Barcelona,41.2974,2.0833,PMI,Palma,39.5517,2.7388,2024-02-14,180,141,160.94,22692.54,4,Sin retraso,Completado,False
F700296,AC6382,Airbus A321,MAD,Madrid,40.4983,-3.5676,AGP,Malaga,36.6749,-4.4991,16/03/2025,220,191,91.75,17524.25,1,Sin retraso,Completado,False
F700297,AC9187,Airbus A320,BCN,Barcelona,41.2974,2.0833,MXP,Milan,45.6306,8.7281,21/08/2024,180,174,156.48,27227.52,41,Meteorologia,Completado,False
F700298,AC6440,Airbus A320,BCN,Barcelona,41.2974,2.0833,MUC,Munich,48.3538,11.7861,2025-01-23,180,101,102.88,7525.05,0,Sin retraso,Completado,False
F700299,AC3038,Airbus A321,MAD,Madrid,40.4983,-3.5676,MUC,Munich,48.3538,11.7861,2023-11-25,220,211,141.10,29772.10,22,Meteorologia,Completado,False
F700300,AC8610,Airbus A320,BCN,Barcelona,41.2974,2.0833,ORY,Paris,48.7233,2.3794,22/04/2025,180,100,49.94,4994.00,17,Meteorologia,Completado,False
F700301,AC5703,Airbus A320,LIS,Lisboa,38.7813,-9.1359,AGP,Malaga,36.6749,-4.4991,2024-05-27,180,150,100.17,15025.50,5,Sin retraso,Completado,False
F700302,AC4273,Airbus A321,BCN,Barcelona,41.2974,2.0833,LGW,Londres,51.1537,-0.1821,5-22-24,220,148,106.77,15801.96,5,Sin retraso,Completado,False
F700303,AC3907,Airbus A320,LIS,Lisboa,38.7813,-9.1359,AGP,Malaga,36.6749,-4.4991,2025-07-22,180,101,148.92,15040.92,1,Sin retraso,Completado,False
F700304,AC3803,Airbus A321,LIS,Lisboa,38.7813,-9.1359,LGW,Londres,51.1537,-0.1821,2023-09-22,220,-18,166.81,-3002.58,1,Sin retraso,Completado,False
F700305,AC6566,Airbus A320,BCN,Barcelona,41.2974,2.0833,LGW,Londres,51.1537,-0.1821,2024-09-18,180,156,43.90,6848.40,133,Tecnica,Completado,False
F700306,AC1090,Airbus A320,BCN,Barcelona,41.2974,2.0833,MAD,Madrid,40.4983,-3.5676,2024-09-26,180,151,178.69,26982.19,1,Sin retraso,Completado,False
